idx,name,type_cnt,label,img,type1,type2,species,height,weight,abilities,eggs,gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,total,Nor,Fir,Wat,Ele,Gra,Ice,Fig,Poi,Gro,Fly,Psy,Bug,Roc,Gho,Dra,Dar,Ste,Fai
201,Unown,1,Unown,https://img.pokemondb.net/artwork/large/unown.jpg,Psychic,,Symbol Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),Levitate,['Undiscovered'],Genderless,48,72,48,72,48,48,336,1,1,1,1,1,1,½,1,0,1,½,2,1,2,1,2,1,1
202,Wobbuffet,1,Wobbuffet,https://img.pokemondb.net/artwork/large/wobbuffet.jpg,Psychic,,Patient Pokémon,1.3 m (4′03″),28.5 kg (62.8 lbs),Shadow Tag | Telepathy,['Amorphous'],"50% male, 50% female",190,33,58,33,58,33,405,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
203,Girafarig,1,Girafarig,https://img.pokemondb.net/artwork/large/girafarig.jpg,Normal,Psychic,Long Neck Pokémon,1.5 m (4′11″),41.5 kg (91.5 lbs),Inner Focus | Early Bird | Sap Sipper,['Field'],"50% male, 50% female",70,80,65,90,65,85,455,1,1,1,1,1,1,1,1,1,1,½,2,1,0,1,2,1,1
204,Pineco,1,Pineco,https://img.pokemondb.net/artwork/large/pineco.jpg,Bug,,Bagworm Pokémon,0.6 m (2′00″),7.2 kg (15.9 lbs),Sturdy | Overcoat,['Bug'],"50% male, 50% female",50,65,90,35,35,15,290,1,2,1,1,½,1,½,1,½,2,1,1,2,1,1,1,1,1
205,Forretress,1,Forretress,https://img.pokemondb.net/artwork/large/forretress.jpg,Bug,Steel,Bagworm Pokémon,1.2 m (3′11″),125.8 kg (277.3 lbs),Sturdy | Overcoat,['Bug'],"50% male, 50% female",75,90,140,60,60,40,465,½,4,1,1,¼,½,1,0,1,1,½,½,1,1,½,1,½,½
206,Dunsparce,1,Dunsparce,https://img.pokemondb.net/artwork/large/dunsparce.jpg,Normal,,Land Snake Pokémon,1.5 m (4′11″),14.0 kg (30.9 lbs),Serene Grace | Run Away | Rattled,['Field'],"50% male, 50% female",100,70,70,65,65,45,415,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
207,Gligar,1,Gligar,https://img.pokemondb.net/artwork/large/gligar.jpg,Ground,Flying,FlyScorpion Pokémon,1.1 m (3′07″),64.8 kg (142.9 lbs),Hyper Cutter | Sand Veil | Immunity,['Bug'],"50% male, 50% female",65,75,105,35,65,85,430,1,1,2,0,1,4,½,½,0,1,1,½,1,1,1,1,1,1
208,Steelix,2,Steelix,https://img.pokemondb.net/artwork/large/steelix.jpg,Steel,Ground,Iron Snake Pokémon,9.2 m (30′02″),400.0 kg (881.8 lbs),Rock Head | Sturdy | Sheer Force,['Mineral'],"50% male, 50% female",75,85,200,55,65,30,510,½,2,2,0,1,1,2,0,2,½,½,½,¼,1,½,1,½,½
208,Steelix,2,Mega Steelix,https://img.pokemondb.net/artwork/large/steelix-mega.jpg,Steel,Ground,Iron Snake Pokémon,10.5 m (34′05″),740.0 kg (1631.4 lbs),Sand Force,['Mineral'],"50% male, 50% female",75,125,230,55,95,30,610,½,2,2,0,1,1,2,0,2,½,½,½,¼,1,½,1,½,½
209,Snubbull,1,Snubbull,https://img.pokemondb.net/artwork/large/snubbull.jpg,Fairy,,Fairy Pokémon,0.6 m (2′00″),7.8 kg (17.2 lbs),Intimidate | Run Away | Rattled,"['Fairy', 'Field']","25% male, 75% female",60,80,50,40,40,30,300,1,1,1,1,1,1,½,2,1,1,1,½,1,1,0,½,2,1
210,Granbull,1,Granbull,https://img.pokemondb.net/artwork/large/granbull.jpg,Fairy,,Fairy Pokémon,1.4 m (4′07″),48.7 kg (107.4 lbs),Intimidate | Quick Feet | Rattled,"['Fairy', 'Field']","25% male, 75% female",90,120,75,60,60,45,450,1,1,1,1,1,1,½,2,1,1,1,½,1,1,0,½,2,1
211,Qwilfish,2,Qwilfish,https://img.pokemondb.net/artwork/large/qwilfish.jpg,Water,Poison,Balloon Pokémon,0.5 m (1′08″),3.9 kg (8.6 lbs),Poison Point | Swift Swim | Intimidate,['Water 2'],"50% male, 50% female",65,95,85,55,55,85,440,1,½,½,2,1,½,½,½,2,1,2,½,1,1,1,1,½,½
211,Qwilfish,2,Hisuian Qwilfish,https://img.pokemondb.net/artwork/large/qwilfish-hisuian.jpg,Dark,Poison,Balloon Pokémon,0.5 m (1′08″),3.9 kg (8.6 lbs),Poison Point | Swift Swim | Intimidate,['Water 2'],"50% male, 50% female",65,95,85,55,55,85,440,1,1,1,1,½,1,1,½,2,1,0,1,1,½,1,½,1,1
212,Scizor,2,Scizor,https://img.pokemondb.net/artwork/large/scizor.jpg,Bug,Steel,Pincer Pokémon,1.8 m (5′11″),118.0 kg (260.1 lbs),Swarm | Technician | Light Metal,['Bug'],"50% male, 50% female",70,130,100,55,80,65,500,½,4,1,1,¼,½,1,0,1,1,½,½,1,1,½,1,½,½
212,Scizor,2,Mega Scizor,https://img.pokemondb.net/artwork/large/scizor-mega.jpg,Bug,Steel,Pincer Pokémon,2.0 m (6′07″),125.0 kg (275.6 lbs),Technician,['Bug'],"50% male, 50% female",70,150,140,65,100,75,600,½,4,1,1,¼,½,1,0,1,1,½,½,1,1,½,1,½,½
213,Shuckle,1,Shuckle,https://img.pokemondb.net/artwork/large/shuckle.jpg,Bug,Rock,Mold Pokémon,0.6 m (2′00″),20.5 kg (45.2 lbs),Sturdy | Gluttony | Contrary,['Bug'],"50% male, 50% female",20,10,230,10,230,5,505,½,1,2,1,1,1,1,½,1,1,1,1,2,1,1,1,2,1
214,Heracross,2,Heracross,https://img.pokemondb.net/artwork/large/heracross.jpg,Bug,Fighting,Single Horn Pokémon,1.5 m (4′11″),54.0 kg (119.0 lbs),Swarm | Guts | Moxie,['Bug'],"50% male, 50% female",80,125,75,40,95,85,500,1,2,1,1,½,1,½,1,½,4,2,½,1,1,1,½,1,2
214,Heracross,2,Mega Heracross,https://img.pokemondb.net/artwork/large/heracross-mega.jpg,Bug,Fighting,Single Horn Pokémon,1.7 m (5′07″),62.5 kg (137.8 lbs),Skill Link,['Bug'],"50% male, 50% female",80,185,115,40,105,75,600,1,2,1,1,½,1,½,1,½,4,2,½,1,1,1,½,1,2
215,Sneasel,2,Sneasel,https://img.pokemondb.net/artwork/large/sneasel.jpg,Dark,Ice,Sharp Claw Pokémon,0.9 m (2′11″),28.0 kg (61.7 lbs),Inner Focus | Keen Eye | Pickpocket,['Field'],"50% male, 50% female",55,95,55,35,75,115,430,1,2,1,1,1,½,4,1,1,1,0,2,2,½,1,½,2,2
215,Sneasel,2,Hisuian Sneasel,https://img.pokemondb.net/artwork/large/sneasel-hisuian.jpg,Fighting,Poison,Sharp Claw Pokémon,0.9 m (2′11″),27.0 kg (59.5 lbs),Inner Focus | Keen Eye | Pickpocket,['Field'],"50% male, 50% female",55,95,55,35,75,115,430,1,1,1,1,½,1,½,½,2,2,4,¼,½,1,1,½,1,1
216,Teddiursa,1,Teddiursa,https://img.pokemondb.net/artwork/large/teddiursa.jpg,Normal,,Little Bear Pokémon,0.6 m (2′00″),8.8 kg (19.4 lbs),Pickup | Quick Feet | Honey Gather,['Field'],"50% male, 50% female",60,80,50,50,50,40,330,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
217,Ursaring,1,Ursaring,https://img.pokemondb.net/artwork/large/ursaring.jpg,Normal,,Hibernator Pokémon,1.8 m (5′11″),125.8 kg (277.3 lbs),Guts | Quick Feet | Unnerve,['Field'],"50% male, 50% female",90,130,75,75,75,55,500,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
218,Slugma,1,Slugma,https://img.pokemondb.net/artwork/large/slugma.jpg,Fire,,Lava Pokémon,0.7 m (2′04″),35.0 kg (77.2 lbs),Magma Armor | Flame Body | Weak Armor,['Amorphous'],"50% male, 50% female",40,40,40,70,40,20,250,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
219,Magcargo,1,Magcargo,https://img.pokemondb.net/artwork/large/magcargo.jpg,Fire,Rock,Lava Pokémon,0.8 m (2′07″),55.0 kg (121.3 lbs),Magma Armor | Flame Body | Weak Armor,['Amorphous'],"50% male, 50% female",60,50,120,90,80,30,430,½,¼,4,1,1,½,2,½,4,½,1,½,2,1,1,1,1,½
220,Swinub,1,Swinub,https://img.pokemondb.net/artwork/large/swinub.jpg,Ice,Ground,Pig Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),Oblivious | Snow Cloak | Thick Fat,['Field'],"50% male, 50% female",50,50,40,30,30,50,250,1,2,2,0,2,1,2,½,1,1,1,1,1,1,1,1,2,1
221,Piloswine,1,Piloswine,https://img.pokemondb.net/artwork/large/piloswine.jpg,Ice,Ground,Swine Pokémon,1.1 m (3′07″),55.8 kg (123.0 lbs),Oblivious | Snow Cloak | Thick Fat,['Field'],"50% male, 50% female",100,100,80,60,60,50,450,1,2,2,0,2,1,2,½,1,1,1,1,1,1,1,1,2,1
222,Corsola,2,Corsola,https://img.pokemondb.net/artwork/large/corsola.jpg,Water,Rock,Coral Pokémon,0.6 m (2′00″),5.0 kg (11.0 lbs),Hustle | Natural Cure | Regenerator,"['Water 1', 'Water 3']","25% male, 75% female",65,55,95,65,95,35,410,½,¼,1,2,4,½,2,½,2,½,1,1,1,1,1,1,1,1
222,Corsola,2,Galarian Corsola,https://img.pokemondb.net/artwork/large/corsola-galarian.jpg,Ghost,,Coral Pokémon,0.6 m (2′00″),0.5 kg (1.1 lbs),Weak Armor | Cursed Body,"['Water 1', 'Water 3']","25% male, 75% female",60,55,100,65,100,30,410,0,1,1,1,1,1,0,½,1,1,1,½,1,2,1,2,1,1
223,Remoraid,1,Remoraid,https://img.pokemondb.net/artwork/large/remoraid.jpg,Water,,Jet Pokémon,0.6 m (2′00″),12.0 kg (26.5 lbs),Hustle | Sniper | Moody,"['Water 1', 'Water 2']","50% male, 50% female",35,65,35,65,35,65,300,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
224,Octillery,1,Octillery,https://img.pokemondb.net/artwork/large/octillery.jpg,Water,,Jet Pokémon,0.9 m (2′11″),28.5 kg (62.8 lbs),Suction Cups | Sniper | Moody,"['Water 1', 'Water 2']","50% male, 50% female",75,105,75,105,75,45,480,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
225,Delibird,1,Delibird,https://img.pokemondb.net/artwork/large/delibird.jpg,Ice,Flying,Delivery Pokémon,0.9 m (2′11″),16.0 kg (35.3 lbs),Vital Spirit | Hustle | Insomnia,"['Field', 'Water 1']","50% male, 50% female",45,55,45,65,45,75,330,1,2,1,2,½,1,1,1,0,1,1,½,4,1,1,1,2,1
226,Mantine,1,Mantine,https://img.pokemondb.net/artwork/large/mantine.jpg,Water,Flying,Kite Pokémon,2.1 m (6′11″),220.0 kg (485.0 lbs),Swift Swim | Water Absorb | Water Veil,['Water 1'],"50% male, 50% female",85,40,70,80,140,70,485,1,½,½,4,1,1,½,1,0,1,1,½,2,1,1,1,½,1
227,Skarmory,1,Skarmory,https://img.pokemondb.net/artwork/large/skarmory.jpg,Steel,Flying,Armor Bird Pokémon,1.7 m (5′07″),50.5 kg (111.3 lbs),Keen Eye | Sturdy | Weak Armor,['Flying'],"50% male, 50% female",65,80,140,40,70,70,465,½,2,1,2,¼,1,1,0,0,½,½,¼,1,1,½,1,½,½
228,Houndour,1,Houndour,https://img.pokemondb.net/artwork/large/houndour.jpg,Dark,Fire,Dark Pokémon,0.6 m (2′00″),10.8 kg (23.8 lbs),Early Bird | Flash Fire | Unnerve,['Field'],"50% male, 50% female",45,60,30,80,50,65,330,1,½,2,1,½,½,2,1,2,1,0,1,2,½,1,½,½,1
229,Houndoom,2,Houndoom,https://img.pokemondb.net/artwork/large/houndoom.jpg,Dark,Fire,Dark Pokémon,1.4 m (4′07″),35.0 kg (77.2 lbs),Early Bird | Flash Fire | Unnerve,['Field'],"50% male, 50% female",75,90,50,110,80,95,500,1,½,2,1,½,½,2,1,2,1,0,1,2,½,1,½,½,1
229,Houndoom,2,Mega Houndoom,https://img.pokemondb.net/artwork/large/houndoom-mega.jpg,Dark,Fire,Dark Pokémon,1.9 m (6′03″),49.5 kg (109.1 lbs),Solar Power,['Field'],"50% male, 50% female",75,90,90,140,90,115,600,1,½,2,1,½,½,2,1,2,1,0,1,2,½,1,½,½,1
230,Kingdra,1,Kingdra,https://img.pokemondb.net/artwork/large/kingdra.jpg,Water,Dragon,Dragon Pokémon,1.8 m (5′11″),152.0 kg (335.1 lbs),Swift Swim | Sniper | Damp,"['Dragon', 'Water 1']","50% male, 50% female",75,95,95,95,95,85,540,1,¼,¼,1,1,1,1,1,1,1,1,1,1,1,2,1,½,2
231,Phanpy,1,Phanpy,https://img.pokemondb.net/artwork/large/phanpy.jpg,Ground,,Long Nose Pokémon,0.5 m (1′08″),33.5 kg (73.9 lbs),Pickup | Sand Veil,['Field'],"50% male, 50% female",90,60,60,40,40,40,330,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
232,Donphan,1,Donphan,https://img.pokemondb.net/artwork/large/donphan.jpg,Ground,,Armor Pokémon,1.1 m (3′07″),120.0 kg (264.6 lbs),Sturdy | Sand Veil,['Field'],"50% male, 50% female",90,120,120,60,60,50,500,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
233,Porygon2,1,Porygon2,https://img.pokemondb.net/artwork/large/porygon2.jpg,Normal,,Virtual Pokémon,0.6 m (2′00″),32.5 kg (71.7 lbs),Trace | Download | Analytic,['Mineral'],Genderless,85,80,90,105,95,60,515,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
234,Stantler,1,Stantler,https://img.pokemondb.net/artwork/large/stantler.jpg,Normal,,Big Horn Pokémon,1.4 m (4′07″),71.2 kg (157.0 lbs),Intimidate | Frisk | Sap Sipper,['Field'],"50% male, 50% female",73,95,62,85,65,85,465,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
235,Smeargle,1,Smeargle,https://img.pokemondb.net/artwork/large/smeargle.jpg,Normal,,Painter Pokémon,1.2 m (3′11″),58.0 kg (127.9 lbs),Own Tempo | Technician | Moody,['Field'],"50% male, 50% female",55,20,35,20,45,75,250,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
236,Tyrogue,1,Tyrogue,https://img.pokemondb.net/artwork/large/tyrogue.jpg,Fighting,,Scuffle Pokémon,0.7 m (2′04″),21.0 kg (46.3 lbs),Guts | Steadfast | Vital Spirit,['Undiscovered'],"100% male, 0% female",35,35,35,35,35,35,210,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
237,Hitmontop,1,Hitmontop,https://img.pokemondb.net/artwork/large/hitmontop.jpg,Fighting,,Handstand Pokémon,1.4 m (4′07″),48.0 kg (105.8 lbs),Intimidate | Technician | Steadfast,['Human-Like'],"100% male, 0% female",50,95,95,35,110,70,455,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
238,Smoochum,1,Smoochum,https://img.pokemondb.net/artwork/large/smoochum.jpg,Ice,Psychic,Kiss Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),Oblivious | Forewarn | Hydration,['Undiscovered'],"0% male, 100% female",45,30,15,85,65,65,305,1,2,1,1,1,½,1,1,1,1,½,2,2,2,1,2,2,1
239,Elekid,1,Elekid,https://img.pokemondb.net/artwork/large/elekid.jpg,Electric,,Electric Pokémon,0.6 m (2′00″),23.5 kg (51.8 lbs),Static | Vital Spirit,['Undiscovered'],"75% male, 25% female",45,63,37,65,55,95,360,1,1,1,½,1,1,1,1,2,½,1,1,1,1,1,1,½,1
240,Magby,1,Magby,https://img.pokemondb.net/artwork/large/magby.jpg,Fire,,Live Coal Pokémon,0.7 m (2′04″),21.4 kg (47.2 lbs),Flame Body | Vital Spirit,['Undiscovered'],"75% male, 25% female",45,75,37,70,55,83,365,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
241,Miltank,1,Miltank,https://img.pokemondb.net/artwork/large/miltank.jpg,Normal,,Milk Cow Pokémon,1.2 m (3′11″),75.5 kg (166.4 lbs),Thick Fat | Scrappy | Sap Sipper,['Field'],"0% male, 100% female",95,80,105,40,70,100,490,1,½,1,1,1,½,2,1,1,1,1,1,1,0,1,1,1,1
242,Blissey,1,Blissey,https://img.pokemondb.net/artwork/large/blissey.jpg,Normal,,Happiness Pokémon,1.5 m (4′11″),46.8 kg (103.2 lbs),Natural Cure | Serene Grace | Healer,['Fairy'],"0% male, 100% female",255,10,10,75,135,55,540,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
243,Raikou,1,Raikou,https://img.pokemondb.net/artwork/large/raikou.jpg,Electric,,Thunder Pokémon,1.9 m (6′03″),178.0 kg (392.4 lbs),Pressure | Inner Focus,['Undiscovered'],Genderless,90,85,75,115,100,115,580,1,1,1,½,1,1,1,1,2,½,1,1,1,1,1,1,½,1
244,Entei,1,Entei,https://img.pokemondb.net/artwork/large/entei.jpg,Fire,,Volcano Pokémon,2.1 m (6′11″),198.0 kg (436.5 lbs),Pressure | Inner Focus,['Undiscovered'],Genderless,115,115,85,90,75,100,580,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
245,Suicune,1,Suicune,https://img.pokemondb.net/artwork/large/suicune.jpg,Water,,Aurora Pokémon,2.0 m (6′07″),187.0 kg (412.3 lbs),Pressure | Inner Focus,['Undiscovered'],Genderless,100,75,115,90,115,85,580,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
246,Larvitar,1,Larvitar,https://img.pokemondb.net/artwork/large/larvitar.jpg,Rock,Ground,Rock Skin Pokémon,0.6 m (2′00″),72.0 kg (158.7 lbs),Guts | Sand Veil,['Monster'],"50% male, 50% female",50,64,50,45,50,41,300,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
247,Pupitar,1,Pupitar,https://img.pokemondb.net/artwork/large/pupitar.jpg,Rock,Ground,Hard Shell Pokémon,1.2 m (3′11″),152.0 kg (335.1 lbs),Shed Skin,['Monster'],"50% male, 50% female",70,84,70,65,70,51,410,½,½,4,0,4,2,2,¼,2,½,1,1,½,1,1,1,2,1
248,Tyranitar,2,Tyranitar,https://img.pokemondb.net/artwork/large/tyranitar.jpg,Rock,Dark,Armor Pokémon,2.0 m (6′07″),202.0 kg (445.3 lbs),Sand Stream | Unnerve,['Monster'],"50% male, 50% female",100,134,110,95,100,61,600,½,½,2,1,2,1,4,½,2,½,0,2,1,½,1,½,2,2
248,Tyranitar,2,Mega Tyranitar,https://img.pokemondb.net/artwork/large/tyranitar-mega.jpg,Rock,Dark,Armor Pokémon,2.5 m (8′02″),255.0 kg (562.2 lbs),Sand Stream,['Monster'],"50% male, 50% female",100,164,150,95,120,71,700,½,½,2,1,2,1,4,½,2,½,0,2,1,½,1,½,2,2
249,Lugia,1,Lugia,https://img.pokemondb.net/artwork/large/lugia.jpg,Psychic,Flying,Diving Pokémon,5.2 m (17′01″),216.0 kg (476.2 lbs),Pressure | Multiscale,['Undiscovered'],Genderless,106,90,130,90,154,110,680,1,1,1,2,½,2,¼,1,0,1,½,1,2,2,1,2,1,1
250,Ho-Oh,1,Ho-oh,https://img.pokemondb.net/artwork/large/ho-oh.jpg,Fire,Flying,Rainbow Pokémon,3.8 m (12′06″),199.0 kg (438.7 lbs),Pressure | Regenerator,['Undiscovered'],Genderless,106,130,90,110,154,90,680,1,½,2,2,¼,1,½,1,0,1,1,¼,4,1,1,1,½,½
251,Celebi,1,Celebi,https://img.pokemondb.net/artwork/large/celebi.jpg,Psychic,Grass,Time Travel Pokémon,0.6 m (2′00″),5.0 kg (11.0 lbs),Natural Cure,['Undiscovered'],Genderless,100,100,100,100,100,100,600,1,2,½,½,½,2,½,2,½,2,½,4,1,2,1,2,1,1
252,Treecko,1,Treecko,https://img.pokemondb.net/artwork/large/treecko.jpg,Grass,,Wood Gecko Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),Overgrow | Unburden,"['Dragon', 'Monster']","87.5% male, 12.5% female",40,45,35,65,55,70,310,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
253,Grovyle,1,Grovyle,https://img.pokemondb.net/artwork/large/grovyle.jpg,Grass,,Wood Gecko Pokémon,0.9 m (2′11″),21.6 kg (47.6 lbs),Overgrow | Unburden,"['Dragon', 'Monster']","87.5% male, 12.5% female",50,65,45,85,65,95,405,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
254,Sceptile,2,Sceptile,https://img.pokemondb.net/artwork/large/sceptile.jpg,Grass,,Forest Pokémon,1.7 m (5′07″),52.2 kg (115.1 lbs),Overgrow | Unburden,"['Dragon', 'Monster']","87.5% male, 12.5% female",70,85,65,105,85,120,530,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
254,Sceptile,2,Mega Sceptile,https://img.pokemondb.net/artwork/large/sceptile-mega.jpg,Grass,Dragon,Forest Pokémon,1.9 m (6′03″),55.2 kg (121.7 lbs),Lightning Rod,"['Dragon', 'Monster']","87.5% male, 12.5% female",70,110,75,145,85,145,630,1,1,¼,0,¼,4,1,2,½,2,1,2,1,1,2,1,1,2
255,Torchic,1,Torchic,https://img.pokemondb.net/artwork/large/torchic.jpg,Fire,,Chick Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),Blaze | Speed Boost,['Field'],"87.5% male, 12.5% female",45,60,40,70,50,45,310,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
256,Combusken,1,Combusken,https://img.pokemondb.net/artwork/large/combusken.jpg,Fire,Fighting,Young Fowl Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),Blaze | Speed Boost,['Field'],"87.5% male, 12.5% female",60,85,60,85,60,55,405,1,½,2,1,½,½,1,1,2,2,2,¼,1,1,1,½,½,1
257,Blaziken,2,Blaziken,https://img.pokemondb.net/artwork/large/blaziken.jpg,Fire,Fighting,Blaze Pokémon,1.9 m (6′03″),52.0 kg (114.6 lbs),Blaze | Speed Boost,['Field'],"87.5% male, 12.5% female",80,120,70,110,70,80,530,1,½,2,1,½,½,1,1,2,2,2,¼,1,1,1,½,½,1
257,Blaziken,2,Mega Blaziken,https://img.pokemondb.net/artwork/large/blaziken-mega.jpg,Fire,Fighting,Blaze Pokémon,1.9 m (6′03″),52.0 kg (114.6 lbs),Speed Boost,['Field'],"87.5% male, 12.5% female",80,160,80,130,80,100,630,1,½,2,1,½,½,1,1,2,2,2,¼,1,1,1,½,½,1
258,Mudkip,1,Mudkip,https://img.pokemondb.net/artwork/large/mudkip.jpg,Water,,Mud Fish Pokémon,0.4 m (1′04″),7.6 kg (16.8 lbs),Torrent | Damp,"['Monster', 'Water 1']","87.5% male, 12.5% female",50,70,50,50,50,40,310,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
259,Marshtomp,1,Marshtomp,https://img.pokemondb.net/artwork/large/marshtomp.jpg,Water,Ground,Mud Fish Pokémon,0.7 m (2′04″),28.0 kg (61.7 lbs),Torrent | Damp,"['Monster', 'Water 1']","87.5% male, 12.5% female",70,85,70,60,70,50,405,1,½,1,0,4,1,1,½,1,1,1,1,½,1,1,1,½,1
260,Swampert,2,Swampert,https://img.pokemondb.net/artwork/large/swampert.jpg,Water,Ground,Mud Fish Pokémon,1.5 m (4′11″),81.9 kg (180.6 lbs),Torrent | Damp,"['Monster', 'Water 1']","87.5% male, 12.5% female",100,110,90,85,90,60,535,1,½,1,0,4,1,1,½,1,1,1,1,½,1,1,1,½,1
260,Swampert,2,Mega Swampert,https://img.pokemondb.net/artwork/large/swampert-mega.jpg,Water,Ground,Mud Fish Pokémon,1.9 m (6′03″),102.0 kg (224.9 lbs),Swift Swim,"['Monster', 'Water 1']","87.5% male, 12.5% female",100,150,110,95,110,70,635,1,½,1,0,4,1,1,½,1,1,1,1,½,1,1,1,½,1
261,Poochyena,1,Poochyena,https://img.pokemondb.net/artwork/large/poochyena.jpg,Dark,,Bite Pokémon,0.5 m (1′08″),13.6 kg (30.0 lbs),Run Away | Quick Feet | Rattled,['Field'],"50% male, 50% female",35,55,35,30,30,35,220,1,1,1,1,1,1,2,1,1,1,0,2,1,½,1,½,1,2
262,Mightyena,1,Mightyena,https://img.pokemondb.net/artwork/large/mightyena.jpg,Dark,,Bite Pokémon,1.0 m (3′03″),37.0 kg (81.6 lbs),Intimidate | Quick Feet | Moxie,['Field'],"50% male, 50% female",70,90,70,60,60,70,420,1,1,1,1,1,1,2,1,1,1,0,2,1,½,1,½,1,2
263,Zigzagoon,2,Zigzagoon,https://img.pokemondb.net/artwork/large/zigzagoon.jpg,Normal,,TinyRaccoon Pokémon,0.4 m (1′04″),17.5 kg (38.6 lbs),Pickup | Gluttony | Quick Feet,['Field'],"50% male, 50% female",38,30,41,30,41,60,240,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
263,Zigzagoon,2,Galarian Zigzagoon,https://img.pokemondb.net/artwork/large/zigzagoon-galarian.jpg,Dark,Normal,Tiny Raccoon Pokémon,0.4 m (1′04″),17.5 kg (38.6 lbs),Pickup | Gluttony | Quick Feet,['Field'],"50% male, 50% female",38,30,41,30,41,60,240,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,½,1,2
264,Linoone,2,Linoone,https://img.pokemondb.net/artwork/large/linoone.jpg,Normal,,Rushing Pokémon,0.5 m (1′08″),32.5 kg (71.7 lbs),Pickup | Gluttony | Quick Feet,['Field'],"50% male, 50% female",78,70,61,50,61,100,420,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
264,Linoone,2,Galarian Linoone,https://img.pokemondb.net/artwork/large/linoone-galarian.jpg,Dark,Normal,Rushing Pokémon,0.5 m (1′08″),32.5 kg (71.7 lbs),Pickup | Gluttony | Quick Feet,['Field'],"50% male, 50% female",78,70,61,50,61,100,420,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,½,1,2
265,Wurmple,1,Wurmple,https://img.pokemondb.net/artwork/large/wurmple.jpg,Bug,,Worm Pokémon,0.3 m (1′00″),3.6 kg (7.9 lbs),Shield Dust | Run Away,['Bug'],"50% male, 50% female",45,45,35,20,30,20,195,1,2,1,1,½,1,½,1,½,2,1,1,2,1,1,1,1,1
266,Silcoon,1,Silcoon,https://img.pokemondb.net/artwork/large/silcoon.jpg,Bug,,Cocoon Pokémon,0.6 m (2′00″),10.0 kg (22.0 lbs),Shed Skin,['Bug'],"50% male, 50% female",50,35,55,25,25,15,205,1,2,1,1,½,1,½,1,½,2,1,1,2,1,1,1,1,1
267,Beautifly,1,Beautifly,https://img.pokemondb.net/artwork/large/beautifly.jpg,Bug,Flying,Butterfly Pokémon,1.0 m (3′03″),28.4 kg (62.6 lbs),Swarm | Rivalry,['Bug'],"50% male, 50% female",60,70,50,100,50,65,395,1,2,1,2,¼,2,¼,1,0,2,1,½,4,1,1,1,1,1
268,Cascoon,1,Cascoon,https://img.pokemondb.net/artwork/large/cascoon.jpg,Bug,,Cocoon Pokémon,0.7 m (2′04″),11.5 kg (25.4 lbs),Shed Skin,['Bug'],"50% male, 50% female",50,35,55,25,25,15,205,1,2,1,1,½,1,½,1,½,2,1,1,2,1,1,1,1,1
269,Dustox,1,Dustox,https://img.pokemondb.net/artwork/large/dustox.jpg,Bug,Poison,Poison Moth Pokémon,1.2 m (3′11″),31.6 kg (69.7 lbs),Shield Dust | Compound Eyes,['Bug'],"50% male, 50% female",60,50,70,50,90,65,385,1,2,1,1,¼,1,¼,½,1,2,2,½,2,1,1,1,1,½
